IPHONES AS / EL MEJOR PRECIO EN UN SOLO LUGAR,,,,,,,,,,"COTIZACION 
DOLAR",1580,,STOCK,OCULTAR
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,EQUIPOS AL 100% consultar batería cambiada ,,,,
,,,,,,,,,,,,,,
SELECCION USADOS ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MODELO,GB,BATERIA,COLOR,,DOLARES,PESOS,6 CUOTAS ,12 CUOTAS,DETALLE,,,,,
Mac Mini M4 16 - 512GB (10core CPU / 10core GPU)  u$1290,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
IPAD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MODELO,GB,DOLARES,PESOS,6 CUOTAS ,12 CUOTAS,,,,,,,,,
,,,$0,"$0,00","$0,00",,,,,,,,,
,,,$0,"$0,00","$0,00",,,,,,,,,
Mini A17 pro,128gb,$640,$1.011.200,"$264.597,33","$160.949,33",,,,,,,,,
,256GB,$740,$1.169.200,"$305.940,67","$186.097,67",,,,,,,,,
11th ,128gb,$500,$790.000,"$206.716,67","$125.741,67",,,,,,,,,
,256gb,$630,$995.400,"$260.463,00","$158.434,50",,,,,,,,,
NEW AIR 11' M4,128GB,$760,$1.200.800,"$314.209,33","$191.127,33",,,,,,,,,
,256GB,$960,$1.516.800,"$396.896,00","$241.424,00",,,,,,,,,
NEW AIR 13' M4,128,$1.040,$1.643.200,"$429.970,67","$261.542,67",,,,,,,,,
,256,$1.150,$1.817.000,"$475.448,33","$289.205,83",,,,,,,,,
 PRO 11'' M5,256GB,$1.260,$1.990.800,"$520.926,00","$316.869,00",,,,,,,,,
,512GB,$1.465,$2.314.700,"$605.679,83","$368.423,08",,,,,,,,,
"PRO 13"" M5",256GB,$1.550,$2.449.000,"$640.821,67","$389.799,17",,,,,,,,,
,512,$1.760,$2.780.800,"$727.642,67","$442.610,67",,,,,,,,,
demas modelos consultar,,,,,,,,,,,,,,
PENCIL 1,,$125,$197.500,"$51.679,17","$31.435,42",,,,,,,,,
PENCIL USBC,,$125,$197.500,"$51.679,17","$31.435,42",,,,,,,,,
PENCUL PRO,,$150,$237.000,"$62.015,00","$37.722,50",,,,,,,,,
PENCIL RELICA ,,,$0,"$0,00","$0,00",,,,,,,,,
TECLADO + MOUSE bluetooth,,,"$24.000,00","$6.280,00","$3.820,00",,,,,,,,,
,,,,,,,,,,,,,,
AIRPODS,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MODELO,,DOLARES,PESOS,6 CUOTAS ,12 CUOTAS,,,,,,,,,
Airpods pro 3,,$270,$426.600,"$111.627,00","$67.900,50",,,,,,,,,
Airpods 4ta noise cancel,,$200,$316.000,"$82.686,67","$50.296,67",,,,,,,,,
Airpods 4ta,,$145,$229.100,"$59.947,83","$36.465,08",,,,,,,,,
Airpods max AAA,,$19,$28.000,"$7.326,67","$4.456,67",,,,,,,,,
Airpods pro 2 AAA,,$17,$25.000,"$6.541,67","$3.979,17",,,,,,,,,
Airpods 3ERA AAA,,$13,$19.000,"$4.971,67","$3.024,17",,,,,,,,,
airtag PACK X1 GEN 2,,$55,$86.900,"$22.738,83","$13.831,58",,,,,,,,,
airtag PACK X4,,$120,$189.600,"$49.612,00","$30.178,00",,,,,,,,,
airtag PACK X1 AAA,,,"$18.000,00","$4.710,00","$2.865,00",,,,,,,,,
auriculares ultra pods economicos,,"$5,0",$7.000,"$1.831,67","$1.114,17",,,,,,,,,
,,,,,,,,,,,,,,
APPLE WATCH,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MODELO,MM,DOLARES,PESOS,6 CUOTAS ,12 CUOTAS,,,,,,,,,
se2 + cell,40mm,$250,$395.000,"$103.358,33","$62.870,83",,,,,,,,,
se2 ,44mm,,$0,"$0,00","$0,00",,,,,,,,,
se3 ,40mm,$305,$481.900,"$126.097,17","$76.702,42",,,,,,,,,
se3,44mm,$340,$537.200,"$140.567,33","$85.504,33",,,,,,,,,
serie 11,42mm,$395,$624.100,"$163.306,17","$99.335,92",,,,,,,,,
